class,sms
spam,"Beacon Home Tuition Services for all Classes/Subjects Call 03214461993.,,,."
spam,"Become a part of Pakistan's first Esports platform. Register now to play tournaments, watch streams & win Rewards. Visit: bit.ly/signupGBgg"
spam,"Behtareen package ke sath cashback bhi chahiye? Bas easypaisa app se Telenor ka package lagayen aur payen 20% cashback. To stop promotions, send REG to 3627."
spam,BENAZIR :INCOME suport program ki taraf se apko Rs.75600.mubarak ho.apka ya3218429669BISP Farm mein  Register tha apis Whatsapp pe  03264878911 rapta karen-
spam,BENAZIR :INCOME suport program ki taraf se apko Rs.75600.mubarak ho.apka ya3218429669BISP Farm mein  Register tha apis Whatsapp pe  03264878911 rapta karen-
spam,"Best deal in town! Buy 2 get 10% or buy 3 get 15% off, Limited time offer so RUSH Now!!!  Shop Online: bit.ly/royaltagpk1 or visit Locate Stores: bit.ly/3FpWv0o To block promotions from ROYAL TAG send UNSUB to 3431648 To block all promotions, send REG to 3627"
spam,BEST DEALS paye Discount Bazar pe Reply SUB @Rs 8 bama tax haftawar Yeh SMS rokne k liye BLOCK se reply kijye Tamam SMS rokne k liye SMS Reg to 3627
spam,BEST DEALS paye Discount Bazar pe Reply SUB @Rs 8 bama tax haftawar Yeh SMS rokne k liye BLOCK se reply kijye Tamam SMS rokne k liye SMS Reg to 3627
spam,BEST DEALS paye Discount Bazar pe Reply SUB @Rs 8 bama tax haftawar Yeh SMS rokne k liye BLOCK se reply kijye Tamam SMS rokne k liye SMS Reg to 3627
spam,BEST DEALS paye Discount Bazar pe Reply SUB @Rs 8 bama tax haftawar Yeh SMS rokne k liye BLOCK se reply kijye Tamam SMS rokne k liye SMS Reg to 3627
spam,BEST DEALS paye Discount Bazar pe Reply SUB @Rs 8 bama tax haftawar Yeh SMS rokne k liye BLOCK se reply kijye Tamam SMS rokne k liye SMS Reg to 3627
spam,"Best quality construction work of Homes,  Schools,  Colleges,  Hospitals, Plaza, with gray structure in lahore Call: 03218472299"
spam,"Best Sale Rate for Old Window Ac, Cabinet Ac, Split Ac of General, National, PEL or Orient at your door step Maximum Cash rate lain 03000826362 unsub 37);9"
spam,Beware! Before investing in Housing Schemes verify NOC and land availability from the concerned Regulators.
spam,Beware! Fake delivery links asking for personal/payment info. Don't click suspicious links/enter OTP & Details. Report scams at 021-111-225-111. Stay Vigilant
spam,Bhai jan 1000 ropay may wara nai ha 1200 may ja sakta hun
spam,Bhai jan main hi roof wala hun baji nay sspam may call kar k booking karwae thi 1000 ki cantt ki
spam,"Big Anniversary Sale is here! Enjoy FLAT 20% & Flat 50% OFF in stores and online. Shop now: https://uniworthshop.com/ T&C apply  To block promotions from UNIWORTH send UNSUB to 6061457 To block all promotions, send REG to 3627"
spam,"BIG BIG CASH OFFER Aj hi Apnay Purany AC Humain Sale karain Window AC, Cabnit AC, Split AC Sab say ZIADA CASH rate lain ahi.. Call: 03228774195   UnSub9124"
spam,"BIG DISCOUNT! Pyein 3000 Telenor Mins+SMS,150 other net Mins & 12GB Internet Rs500 main Rs30 k discount k saath srf MyTelenor App se https://bit.ly/31Jspks"
spam,"BIG DISCOUNT! Pyein 3000 Telenor Mins+SMS,150 other net Mins & 12GB Internet Rs500 main Rs30 k discount k saath srf MyTelenor App se https://bit.ly/31Jspks"
spam,"BIG FRIDAY SALE is live! Enjoy upto 50% off on clothing, handbags, shoes, accessories, lingerie and more at bit.ly/3fm3WYi. Sale ends on 30th Nov."
spam,"BIG News Lahore - SAME DAY DELIVERY! Order your Eid Favorites BEFORE 8th July, 11:30 AM & receive the EID SUIT on the SAME DAY. Shop Now: https://bit.ly/36Hmh1U Send SMS with text ""Reg"" on 3627 if you are not willing to receive marketing messages"
spam,"Big Sale mela of used Ac, window Ac, split Ac, Cabinet Ac of all brands General PEL National Orient Call us for best cash rate % 03072019099 = unsub"
spam,"BIGGER & BETTER! Enjoy Further Reduction! FLAT 30% & 50% OFF on Entire Stock. Visit your nearest store or shop online https://bit.ly/3BPWSx6 To block promotions from COUGAR send UNSUB to 8329178 To block all promotions, send REG to 3627"
spam,"Bigger and Better! J. store is now open at Wapda Town. Avail upto 50% OFF on all items from Apr 25th onwards. T&C apply  To block promotions from J. send UNSUB to 8694416 To block all promotions, send REG to 3627"
spam,Bil /10-303 >det >24 dec :2_20
spam,Bil gas 230 last det *9 .10.220
spam,"Bill pay karna hai? Abhi *786*3# dial karen ya easypaisa app download kar ke 1500+ companies ke bills pay karen. To stop receiving promotions, send REG to 3627"
spam,"BISP program mein apky is number03218429669 par Rs.75,600 ka fund manzoor ho chuka ha ap WhatsApp no par 03314596617 rapita karen"
spam,"Bizstore laya food deals,fitness tips&top food spots,Reply SUB @Rs 8/Week Yeh SMS rokne k liye BLOCK se reply kijye Tamam SMS rokne k liye SMS Reg to 3627"
spam,"Bizstore pr payen restaurant deals& shopping discounts,Reply SUB@Rs 8/Week Yeh SMS rokne k liye BLOCK se reply kijye Tamam SMS rokne k liye SMS Reg to 3627"
spam,Black Friday SALE Upto 40% off on entire collection of comfiest sleepwear. Avail 5% additional discount to get maximum value for money:   https://bit.ly/redsms5
spam,"Blessed Friday Sale is here! Enjoy up to 30% off on our latest collections. Shop Online: bit.ly/royaltagpk1 or visit nearest Store: bit.ly/3FpWv0o To block promotions from ROYAL TAG send UNSUB to 3431648 To block all promotions, send REG to 3627"
spam,"BLESSED FRIDAY SALE!  FLAT 30% OFF on Entire Stock.  Visit your nearest store or shop online  https://bit.ly/31q2uRV To block promotions from COUGAR send UNSUB to 8590159 To block all promotions, send REG to 3627"
spam,"Blessed Friday Sale! FLAT 30% OFF on Entire Stock.  Bag yourself a bargain. Visit your nearest store or shop online http://bit.ly/3h5UnPe To block promotions from COUGAR. send UNSUB to  To block all promotions, send REG to 3627"
spam,"Blessed Friday Sale! FLAT 30% OFF on jackets, sweaters, hoodies and more to keep you warm yet stylish this cold. Shop in-store or online https://bit.ly/3h5UnPe To block promotions from COUGAR. send UNSUB to  To block all promotions, send REG to 3627"
spam,"Blessed Ramadan Sale! Flat 30% OFF on selected ethnic wear & 20% off on perfumes. Celebrate in style. Shop in-stores or online: https://uniworthshop.com To block promotions from UNIWORTH send UNSUB to  To block all promotions, send REG to 3627"
spam,BLOCK
spam,"BOL:  GAME SHOW Main ApKa3448029669Par2022 Luckay Draw Sy1AdadBike Rs,5,00000 Mubarakho Apka TOKENNo.6934 hain apis03124488327 Par sirf whatsApp Sms karen"
spam,"BOL:NEWS  Game Show mein 03218429669 per Lucky draw Qurandazi Mein Apki 1,UNIQUE BIKE 1,hp Laptop or 5,Lakh chek win howa hy Ap Mazeed 03020108618 pr cl karen"
spam,"Bollywood Smarttune @Rs.3 1. Baazigar O Baazigar 2. Ruk Ja O Dil 3. Badi Mushkil Hai 1,2 ya 3 Se rep kre @3.5/D Tamam SMS roknay k liye SMS Reg to 3627"
spam,"Bollywood Smarttune @Rs.3 1. Baazigar O Baazigar 2. Ruk Ja O Dil 3. Badi Mushkil Hai 1,2 ya 3 Se rep kre @3.5/D Tamam SMS roknay k liye SMS Reg to 3627"
spam,"Bollywood Smarttune @Rs.3 1. Baazigar O Baazigar 2. Ruk Ja O Dil 3. Badi Mushkil Hai 1,2 ya 3 Se rep kre @3.5/D Tamam SMS roknay k liye SMS Reg to 3627"
spam,"Bollywood Smarttunes @ Rs.3 1.Phir Mulaqat 2.Dil De Diya Hai 3.Dil Galti Kar Baitha 1,2 ya 3 Se rep kre @3.5/D Tamam SMS roknay k liye SMS Reg to 3627"
spam,"Bollywood Smarttunes @ Rs.3 1.Phir Mulaqat 2.Dil De Diya Hai 3.Dil Galti Kar Baitha 1,2 ya 3 Se rep kre @3.5/D Tamam SMS roknay k liye SMS Reg to 3627"
spam,"Bollywood Smarttunes @ Rs.3 1.Phir Mulaqat 2.Dil De Diya Hai 3.Dil Galti Kar Baitha 1,2 ya 3 Se rep kre @3.5/D Tamam SMS roknay k liye SMS Reg to 3627"
spam,"Bollywood songs set karo sirf Rs.3 mein 1.Dil De Diya Hai 2.Tumhen Dil Lagi Bhool 3.Dooriyan 1,2 ya 3 Se rep kre @3.5/D Tamam SMS roknay k liye SMS Reg to 3627"
spam,"Bollywood songs set karo sirf Rs.3 mein 1.Dil De Diya Hai 2.Tumhen Dil Lagi Bhool 3.Dooriyan 1,2 ya 3 Se rep kre @3.5/D Tamam SMS roknay k liye SMS Reg to 3627"
spam,"Boom! You're now rocking Monthly Social Ultra. You have received 4GBs FB, Whatsapp &1000 SMS for 30 days in Rs.120."
spam,"BOOYAH! Catch Live Stream of FFCS 2020 Pakistan Grand Final, 12 teams compete to represent Pakistan in Asia Series. Live at 5PM on 7th Nov: http://bit.ly/GFFCS"
spam,"Borjan Bright Friday Sale is on for only 5 days more. Shop for enticing women shoes from Borjan on Flat 30-50% off. Visit our stores & online Today. To block promotions from BORJAN send UNSUB to 8590773 To block all promotions, send REG to 3627"
spam,"Bumper offer Dear Sir, we purchased window/split & DC Inverter Cabinet AC. We purchase in all brand AC at good price on your door step.  Call Now 03005122435"
spam,Bundle ho ya Recharge – sab k bano incharge! Jazz WhatsApp k sath - click karen: https://bit.ly/JazzWA
spam,Bus ab nahi aur intezar! J4U bohat jald aa raha hay exciting offers ky sath
spam,Bus ab nahi aur intezar! J4U bohat jald aa raha hay exciting offers ky sath
spam,"Business Software  Best ERP, Retail, Wholesale,Distribution, Manufacturing, Accounting & Inventory Software 03337444484 03009192114 qsoft.pk   115391 :. |."
spam,Buy 1 Get 1 Free Deals Discount Bazar pr Reply SUB @Rs 8 bama tax haftawar Yeh SMS rokne k liye BLOCK se reply kijye Tamam SMS rokne k liye SMS Reg to 3627
spam,Buy 1 Zinger + Drink in Rs550 and Get 1 Zinger + Drink COMPLETELY FREE only from MyTelenor App. Dowload/Open App Link: https://telenor.page.link/mta-golootlo
spam,"Buy Apartment in Bahria Enclave Islamabad & Get Monthly Rental of Rs 60,000 Per Month.  C#: 0317-8884962  https://wa.me/923178884962  129939 .,. h .@ .."
spam,"Buy CDA Approved Apartment Bahria Enclave Islamabad Get Monthly Rental of 60,000 PKR.  C#: 0317-8884962  https://wa.me/923178884962  798144 >. t .&. .."
spam,"Buy Commercial Area In Mall And Start Receiving Monthly Return  Mall Of Arabia  Price : 25 Lac Monthly Return : Rs 31,000  Farhan Elahi +923003389955 Graana.com"
spam,"Buy Now Live Next Year in your Apartment! Limited Bookings Available! 2 Years flexible installment plan for your convenience! Luxury Studio, 1-BHK, 2-BHK & 3-BHK apartments. Call now: 08000 9000 Union Luxury Apartments, Etihad Town, Lahore.   To stop receiving messages from this brand only, send 'unsub' to 8692271 or send ""REG"" to 3627 to block all promotional messages."
spam,Free Golden number Chahiye? Wo be Ghar baithe... Abhi MTA par jayen ye es link par click krain: https://telenor.page.link/GetTelenorSim
spam,"Get Samsung A05s 4/128GB on instalment ,with down payment PKR 20,300 and monthly instalment PKR 3,300/6 months. Visit Jazz experience center. T&Cs Apply"
spam,O/A Level exams June 2025 stressing you out? Don't worry! Get brilliant home or online tutors now Contact us today for guaranteed success! 03224601509
spam,Assalam-u-Alaikum Non Custom Products Khareedny K Liye WhatsApp Group Link Join Karein https://chat.whatsapp.com/JsBds7jCihDAHrUzMXWhef
spam,"TB ki illamat janiye: musalsal Khansi, wazan mein kami aur bukhar ki sort mein foran test kerwain. Ayein mil ker TB ko Khatam kerien. TB ke almi din per agahi phelaien. Yeh Paigam apko Ministry of national health services regulation and coordination ki janib se paish kya gya"
spam,Buy PUBG Royal Pass 15 and get a 30% cashback! New skins and gears in discounted  price! Get cashback now! http://bit.ly/Midasbuydiscounts
spam,Bzria Chemical Pani k TANK Saf krwaye Deemak k Jr se Khatma 10 Yrs Waranty &All Fumigation Heat&water Profing  03004497084 Unsub
spam,Bzria Chemical Pani k TANK Saf krwaye Deemak k Jr se Khatma All Fumigation Corona Spray Heat&water Profing  03000536111 Unsub
spam,Bzria Chemical Pani k TANK Saf krwaye Deemak k Jr se Khatma All Fumigation Corona Spray Heat&water Profing Sofa Clean  03000536111 Unsub
spam,"Sale your office or home old Window, Split AC of all brands PEL National Orient General at good price  03008884435  Unsub  T=t"
spam,"Blue World City  Near New Islamabad Airport- Asia Biggest Water park. 7,10,14 Marla,1,2 Kanal   For Booking & Info :  0346 7661140  da462"
spam,Cadet College Fateh Jang offers Admission in Class 6th 7th 8th & 9th for Session 2021. Apply Online www.ccf.edu.pk For Details Call: 03008529964 03005311671
spam,"Call Me !!  Sale your Window AC Split AC, Cabnet AC, GREE Haier PEL Orient Achi Qeemat pr humain Sale kryn Call: 03030745021   UnSub9188"
spam,"Call us for Sale of Old or used window Ac, Split Ac of All Brands General PEL National Orient at your door with high rate ....  03010042955  Un sub"
spam,"Call us for Sale of Old or used window Ac, Split Ac of All Brands General PEL National Orient at your door with high rate 03228774195 unsub ............."
spam,call us to sale your ac at your doorstep excellent price call : 03087860799     unsub2226
spam,Canada Multiple  Visit  Visa  for  Families.  Payment after Visa..  Cheap Price Total Cost 10 Lac..  Get Free Assessment Call Us: 03004073670  Unsub
spam,Car and Car Porch washing with pipe (Running Water) All residents are requested to conserve water and don't wash cars and car porches with water pipes (Running Water which is chlorinated Drinking Water). Use bucket for this purpose. Any violation in this regard will be Fined @ Rs.5000|- Looking forward for a response of Responsible Residents  Regards Bahria Town Administration
spam,Car and Car Porch washing with pipe (Running Water) All residents are requested to conserve water and don't wash cars and car porches with water pipes (Running Water which is chlorinated Drinking Water). Use bucket for this purpose. Any violation in this regard will be Fined @ Rs.5000|- Looking forward for a response of Responsible Residents  Regards Bahria Town Administration
spam,"Car jeetnay ka mauqa! Dial karo *786*5*2*2*2# aur Tahafuz monthly insurance subscribe karo. To stop receiving promotions, send REG to 3627."
spam,CAR TRACKER 03235330333 Location Engine lock unlock Voice Geo
spam,CAR TRACKER 03235330333 Location Engine lock unlock Voice Geo
spam,Careemer! 75% discount haasil karnay kay liye KHI75 promo lagaaye on 2 GO rides. Up to PKR 100 on each ride. Valid till 8th February 2022
spam,"Carrefour per hua sab kuch mazeed sasta  Flat 50% off on Houseware   Flat 10% off with MyClub on all TVs  Valid for 21st May  To block promotions from Carrefour send REG to 8694158 To block all promotions, send REG to 3627"
spam,"CASH PRIZES WORTH MILLION! Yes, play your fav games on GameBird by clicking https://bit.ly/signupGBgg To stop receiving promotions, send ""reg"" to 3627"
spam,"Cashback chahiye? Aaj hi apna account upgrade karo aur Rs.50 cashback ke sath Rs.10 lakh tak mahaana transaction limit pao! To stop promotions, send REG to 3627"
spam,Catch the Alkaram Studio BIG FRIDAY sale this weekend! Enjoy up to 50% off on your favorite designs! Head to your nearest outlet or shop online: bit.ly/3pC9dQ8
spam,CCTV Hikvision HD Cam 2mp Packages 2 Cam 19500 4 Cam 23500  Free Mobile View 1 Year Warranty  Call Now 03214858012 Lahore  eq//
spam,"Celebrate Big! Uniworth's Pakistan Day Sale is Live, 22 to 26 Mar. Shop for Ethnic Wear at Flat 13% & Flat 23% Off. In stores & online: https://bit.ly/36Hmh1U To block promotions from Uniworth send UNSUB to 6061457 To block all promotions, send REG to 3627"
spam,"Celebrate Eid ki Khushiyan with IDEAS! Get your Eidi with upto 50% off on your favorite items. Visit your nearest IDEAS store or shop online at gulahmedshop.com To block promotions from lDEAS send UNSUB to  To block all promotions, send REG to 3627"
spam,"Celebrate Eid ul Adha with Bank AL Habib and avail 40% discount at Cocochan & Pie in the Sky. For details, visit our website. Discount capping & T&Cs apply.  To block promotions from BAHL8810 send UNSUB to 8006579 To block all promotions, send REG to 3627"
spam,"Celebrate METRO DHA's 16th Anniversary with MASSIVE discounts up to 40% OFF!  Beef Mince WAS: 999Rs NOW: 799Rs/kg Pizza Large: WAS: 1495Rs NOW:1099Rs/pc Philips Air Fryer 3.2L: WAS: 29,999Rs NOW:19,999Rs Shop & enjoy coupons for Olive Trail, OD Donuts, Papa John's & MORE!  Validity: 24-26th Jan 2025 To block promotions from METRO send UNSUB to  To block all promotions, send REG to 3627"
spam,"Celebrate METRO's 18th Anniversary! Shop today and avail amazing discounts!  TCL IFFALCON 40"" Android TV NOW: Rs. 54,990  WAS: Rs 66,990  PHILIPS Air Fryer 3.2L NOW: Rs18,900  WAS: Rs 29,999  DAWLANCE 6KG Washing Machine NOW: Rs19,900  WAS: Rs 29,200  Valid till:18th Aug 2024 To block promotions from METRO send UNSUB to  To block all promotions, send REG to 3627"
spam,"Celebrate METRO's 18th MEGA Anniversary this weekend! JITNA KHAREEDO UTNA FREEE*! Shop today to avail upto 35% off*!  SAMSUNG LED 4K CU7000 NOW: Rs 54,990  WAS: Rs 66,990  HYUNDAI AC INVERTER 1.5TON NOW: Rs 189,900 WAS: Rs157,900  DAWLANCE AIRFRYER 5.5L NOW: Rs 24,900 WAS: Rs35,700 Validity:9th Sep 2024 To block promotions from METRO send UNSUB to  To block all promotions, send REG to 3627"
spam,"Celebrate METRO's Wedding Gala & enjoy massive discounts on your favorite products!  MICROWAVE ENVIRO 20LTR WAS: 16,449 Rs NOW: 12,900 Rs REDMI 10A 3GB / 64GB WAS: 29,900 Rs NOW: 16,900 Rs HAIER 55 QLED  WAS: 139,900 Rs NOW: 119,900 Rs Hurry and shop in-store or online! Validity:18- 21st October 2024. To block promotions from METRO send UNSUB to  To block all promotions, send REG to 3627"
